CD;DOCNUM    ;PSTDAT  ;MAKTX                                  ;MENGE    ;MEINS;PARID     ;REGIO;NETWRT  
971;844477;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;402011
972;844477;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;402011
973;845800;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;688555
974;845800;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;688555
975;845800;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;688555
976;845800;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;688555
977;847684;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;355000
978;847684;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;355000
979;847684;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;355000
980;847684;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;355000
981;848572;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;342203
982;848572;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;342203
983;848572;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;342203
984;848572;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;342203
985;843384;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;192156
986;843384;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;192156
987;843384;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;192156
988;843384;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;192156
989;843413;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
990;843413;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
991;843413;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
992;843413;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
993;844426;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;171648
994;844426;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;171648
995;844426;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;171648
996;844426;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;171648
997;844476;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;181518
998;844476;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;181518
999;844476;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;181518
1000;844476;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;181518
1001;845864;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
1002;845864;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
1003;845864;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
1004;845864;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
1005;846845;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;446867
1006;846845;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;446867
1007;846845;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;446867
1008;846845;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;446867
1009;846885;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;193603
1010;846885;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;193603
1011;846885;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;193603
1012;846885;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017253;SC   ;193603
1013;847693;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
1014;847693;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
1015;847693;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
1016;847693;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;436259
1017;847543;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;20000;TO;1129365;SP   ;2197075
1018;847543;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;20000;TO;1129365;SP   ;2197075
1019;847543;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;20000;TO;1129365;SP   ;2197075
1020;847543;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;20000;TO;1129365;SP   ;2197075
1021;844918;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;13000;TO;1129365;SP   ;1428099
1022;844918;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;13000;TO;1129365;SP   ;1428099
1023;844918;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;13000;TO;1129365;SP   ;1428099
1024;844918;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;13000;TO;1129365;SP   ;1428099
1025;842987;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;16000;TO;1129077;SC   ;1680000
1026;842987;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;16000;TO;1129077;SC   ;1680000
1027;842987;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;16000;TO;1129077;SC   ;1680000
1028;842987;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;16000;TO;1129077;SC   ;1680000
1029;843124;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;16000;TO;1129365;SP   ;1757660
1030;843124;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;16000;TO;1129365;SP   ;1757660
1031;843124;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;16000;TO;1129365;SP   ;1757660
1032;843124;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;16000;TO;1129365;SP   ;1757660
1033;843523;20220107;APARAS DE PAPEL KRAFT NATURAL          ;13000000;KG;1000343;MG   ;1339000
1034;843523;20220107;APARAS DE PAPEL KRAFT NATURAL          ;13000000;KG;1000343;MG   ;1339000
1035;843523;20220107;APARAS DE PAPEL KRAFT NATURAL          ;13000000;KG;1000343;MG   ;1339000
1036;843523;20220107;APARAS DE PAPEL KRAFT NATURAL          ;13000000;KG;1000343;MG   ;1339000
1037;844815;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13000000;KG;1001994;MG   ;1716000
1038;844815;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13000000;KG;1001994;MG   ;1716000
1039;844815;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13000000;KG;1001994;MG   ;1716000
1040;844815;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;13000000;KG;1001994;MG   ;1716000
1041;841361;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13510000;KG;1124459;SP   ;1283455
1042;841361;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13510000;KG;1124459;SP   ;1283455
1043;841361;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13510000;KG;1124459;SP   ;1283455
1044;841361;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13510000;KG;1124459;SP   ;1283455
1045;841410;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;33000000;KG;1124459;SP   ;3135013
1046;841410;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;33000000;KG;1124459;SP   ;3135013
1047;841410;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;33000000;KG;1124459;SP   ;3135013
1048;841410;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;33000000;KG;1124459;SP   ;3135013
1049;842128;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;22590000;KG;1119377;SP   ;2055688
1050;842128;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;22590000;KG;1119377;SP   ;2055688
1051;842128;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;22590000;KG;1119377;SP   ;2055688
1052;842128;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;22590000;KG;1119377;SP   ;2055688
1053;842252;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;34810000;KG;1124459;SP   ;3306964
1054;842252;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;34810000;KG;1124459;SP   ;3306964
1055;842252;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;34810000;KG;1124459;SP   ;3306964
1056;842252;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;34810000;KG;1124459;SP   ;3306964
1057;843200;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14530000;KG;1125015;SP   ;1322114
1058;843200;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14530000;KG;1125015;SP   ;1322114
1059;843200;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14530000;KG;1125015;SP   ;1322114
1060;843200;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;14530000;KG;1125015;SP   ;1322114
1061;843202;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24050000;KG;1119377;SP   ;2188548
1062;843202;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24050000;KG;1119377;SP   ;2188548
1063;843202;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24050000;KG;1119377;SP   ;2188548
1064;843202;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24050000;KG;1119377;SP   ;2188548
1065;843783;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;27360000;KG;1125015;SP   ;2489541
1066;843783;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;27360000;KG;1125015;SP   ;2489541
1067;843783;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;27360000;KG;1125015;SP   ;2489541
1068;843783;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;27360000;KG;1125015;SP   ;2489541
1069;844092;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;32240000;KG;1124459;SP   ;3062813
1070;844092;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;32240000;KG;1124459;SP   ;3062813
1071;844092;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;32240000;KG;1124459;SP   ;3062813
1072;844092;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;32240000;KG;1124459;SP   ;3062813
1073;844615;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;32600000;KG;1124459;SP   ;3097013
1074;844615;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;32600000;KG;1124459;SP   ;3097013
1075;844615;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;32600000;KG;1124459;SP   ;3097013
1076;844615;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;32600000;KG;1124459;SP   ;3097013
1077;844713;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30150000;KG;1124459;SP   ;2864262
1078;844713;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30150000;KG;1124459;SP   ;2864262
1079;844713;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30150000;KG;1124459;SP   ;2864262
1080;844713;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30150000;KG;1124459;SP   ;2864262
1081;844746;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31940000;KG;1125015;SP   ;2794699
1082;844746;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31940000;KG;1125015;SP   ;2794699
1083;844746;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31940000;KG;1125015;SP   ;2794699
1084;844746;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31940000;KG;1125015;SP   ;2794699
1085;844814;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;23920000;KG;1119377;SP   ;2176718
1086;844814;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;23920000;KG;1119377;SP   ;2176718
1087;844814;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;23920000;KG;1119377;SP   ;2176718
1088;844814;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;23920000;KG;1119377;SP   ;2176718
1089;846543;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;39050000;KG;1124459;SP   ;3514510
1090;846543;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;39050000;KG;1124459;SP   ;3514510
1091;846543;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;39050000;KG;1124459;SP   ;3514510
1092;846543;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;39050000;KG;1124459;SP   ;3514510
1093;842162;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17400000;KG;1116130;RS   ;1776192
1094;842162;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17400000;KG;1116130;RS   ;1776192
1095;842162;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17400000;KG;1116130;RS   ;1776192
1096;842162;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17400000;KG;1116130;RS   ;1776192
1097;842223;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17030000;KG;1116130;RS   ;1738422
1098;842223;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17030000;KG;1116130;RS   ;1738422
1099;842223;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17030000;KG;1116130;RS   ;1738422
1100;842223;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17030000;KG;1116130;RS   ;1738422
1101;842267;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17510000;KG;1116130;RS   ;1787421
1102;842267;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;17510000;KG;1116130;RS   ;1787421
